device,VD,VG,ID,IG,IS,absIg,absId,r
bot1,0.0,-5,-4.0972e-12,5.936e-11,-2.411e-11,5.936e-11,4.0972e-12,65659881812.212746
bot1,0.1,-5,-2.5742e-12,2.29e-12,1.46e-12,2.29e-12,2.5742e-12,58109128944.15713
bot1,0.2,-5,-6.554e-13,2e-12,2.47e-12,2e-12,6.554e-13,199800199800.19977
bot1,0.3,-5,-1.5732e-12,8.34e-12,3.5000000000000004e-12,8.34e-12,1.5732e-12,-104547830632.5144
bot1,0.4,-5,-2.5684e-12,2.22e-11,4.92e-12,2.22e-11,2.5684e-12,-120714630613.23036
bot1,0.5,-5,-3.23e-12,3.85e-11,7.360000000000001e-12,3.85e-11,3.23e-12,-182715147085.69333
bot1,0.6,-5,-3.663e-12,4.978e-11,9.87e-12,4.978e-11,3.663e-12,-273074822501.36533
bot1,0.7,-5,-3.9624e-12,5.718e-11,1.3580000000000002e-11,5.718e-11,3.9624e-12,-406173842404.54944
bot1,0.8,-5,-4.1554e-12,6.094e-11,1.795e-11,6.094e-11,4.1554e-12,-540540540540.54126
bot1,0.9,-5,-4.3324e-12,5.93e-11,2.431e-11,5.93e-11,4.3324e-12,22144960914.143986
bot1,1.0,-5,4.876e-12,-1.881e-11,-3.678e-11,1.881e-11,4.876e-12,23635633080.432068
bot1,1.1,-5,4.1294e-12,-1.65e-12,-1.204e-11,1.65e-12,4.1294e-12,-32031775521.317142
bot1,1.2,-5,-1.3678e-12,2.9400000000000004e-12,-1.3000000000000001e-12,2.9400000000000004e-12,1.3678e-12,-46040515653.775314
bot1,1.3,-5,-2.146e-13,4.500000000000001e-13,-2.11e-12,4.500000000000001e-13,2.146e-13,83409792309.61722
bot1,1.4,-5,1.03e-12,-3.38e-12,-3.290000000000001e-12,3.38e-12,1.03e-12,94625283875.85162
bot1,1.5,-5,1.899e-12,-1.252e-11,-4.03e-12,1.252e-11,1.899e-12,133493525564.01012
bot1,1.6,-5,2.5282e-12,-2.263e-11,-5.2500000000000004e-12,2.263e-11,2.5282e-12,155400155400.15536
bot1,1.7,-5,3.186e-12,-3.605e-11,-7.280000000000001e-12,3.605e-11,3.186e-12,162760416666.6666
bot1,1.8,-5,3.757e-12,-4.994e-11,-1.0240000000000002e-11,4.994e-11,3.757e-12,228675966155.95724
bot1,1.9,-5,4.0606e-12,-5.776e-11,-1.343e-11,5.776e-11,4.0606e-12,426803243704.65216
bot1,2.0,-5,4.2256e-12,-6.092000000000001e-11,-1.6740000000000002e-11,6.092000000000001e-11,4.2256e-12,694927032661.5713
bot1,2.1,-5,4.3484e-12,-6.106000000000001e-11,-2.173e-11,6.106000000000001e-11,4.3484e-12,-22200022200.022217
bot1,2.2,-5,-4.7834e-12,2.704e-11,3.551e-11,2.704e-11,4.7834e-12,-23158869847.15148
bot1,2.3000000000000003,-5,-4.2876e-12,3.800000000000001e-13,1.5890000000000003e-11,3.800000000000001e-13,4.2876e-12,29862334637.321907
bot1,2.4,-5,1.914e-12,-2.14e-12,8.7e-13,2.14e-12,1.914e-12,39449287940.35263
bot1,2.5,-5,7.821999999999999e-13,-2.06e-12,1.64e-12,2.06e-12,7.821999999999999e-13,-81234768480.9099
bot1,2.6,-5,-5.48e-13,1.5200000000000002e-12,1.88e-12,1.5200000000000002e-12,5.48e-13,-90942160785.74036
bot1,2.7,-5,-1.417e-12,4.99e-12,3.15e-12,4.99e-12,1.417e-12,-122970978848.99176
bot1,2.8000000000000003,-5,-2.1744e-12,1.502e-11,4.240000000000001e-12,1.502e-11,2.1744e-12,-144300144300.1441
bot1,2.9,-5,-2.803e-12,2.611e-11,6.09e-12,2.611e-11,2.803e-12,-160076836881.703
