device,VG,VD,ID,IG,IS,W,L,sqrt_ID,gm,absIg,Ca,Mob_Sat,SS,absId
bot1,-2.0,5,-1.6698e-12,8.43e-12,3.1100000000000007e-12,80,20,1.2922074136917805e-06,-3.2273e-11,8.43e-12,1.33e-07,1.4994104731157522e-05,0.975702441720694,1.6698e-12
bot1,-1.9,5,-3.9404e-12,5.8000000000000007e-11,1.2580000000000002e-11,80,20,1.985044080115099e-06,3.2889000000000007e-11,5.8000000000000007e-11,1.33e-07,8.010204275263983e-05,2.3412004866863967,3.9404e-12
bot1,-1.8,5,4.908e-12,-8.02e-12,-3.71e-11,80,20,2.2154006409676786e-06,5.557999999999994e-12,8.02e-12,1.33e-07,8.636663549140095e-06,-0.7196903353248977,4.908e-12
bot1,-1.7,5,-2.8288e-12,3.0600000000000007e-12,2.52e-12,80,20,1.681903683330291e-06,-1.7690000000000002e-11,3.0600000000000007e-12,1.33e-07,0.0001026203066815,-2.7709199344927886,2.8288e-12
bot1,-1.6,5,1.37e-12,-5.63e-12,-3.51e-12,80,20,1.1704699910719626e-06,3.3291000000000004e-11,5.63e-12,1.33e-07,7.106661525959164e-06,0.657642448084257,1.37e-12
bot1,-1.5,5,3.8294e-12,-5.418000000000001e-11,-1.177e-11,80,20,1.9568852802348935e-06,-3.166200000000001e-11,5.418000000000001e-11,1.33e-07,0.0001050392794741,2.794856005002506,3.8294e-12
bot1,-1.4,5,-4.9624e-12,1.12e-11,3.7060000000000006e-11,80,20,2.22764449587451e-06,-2.4291000000000003e-11,1.12e-11,1.33e-07,8.350293073924086e-05,-2.8539988868484127,4.9624e-12
bot1,-1.3,5,-1.0288e-12,2.19e-12,-1.65e-12,80,20,1.0142977866484774e-06,3.842299999999996e-11,2.19e-12,1.33e-07,3.137013167711059e-05,-1.3038586925362494,1.0288e-12
bot1,-1.2,5,2.7222e-12,-2.4830000000000003e-11,-5.8700000000000014e-12,80,20,1.6499090884045705e-06,2.621000000000001e-11,2.4830000000000003e-11,1.33e-07,0.0001013240884067,3.0614055996641385,2.7222e-12
bot1,-1.1,5,4.2132e-12,-6.197000000000001e-11,-1.906e-11,80,20,2.052608097031677e-06,-3.9069000000000005e-11,6.197000000000001e-11,1.33e-07,3.457714801061185e-05,1.3596712408229108,4.2132e-12
bot1,-1.0,5,-5.0916e-12,7.400000000000001e-13,3.285e-11,80,20,2.2564574004399014e-06,-1.3920999999999996e-11,7.400000000000001e-13,1.33e-07,6.905941839924895e-05,-2.3478992336100197,5.0916e-12
bot1,-0.9,5,1.429e-12,-3.9300000000000004e-12,8.7e-13,80,20,1.1954078801814885e-06,1.3159000000000002e-11,3.9300000000000004e-12,1.33e-07,4.449788077918999e-05,-1.5797724032035458,1.429e-12
bot1,-0.8,5,-2.4598e-12,1.903e-11,4.84e-12,80,20,1.5683749551685657e-06,-2.8220000000000004e-11,1.903e-11,1.33e-07,6.913007809778654e-05,2.3488267508489447,2.4598e-12
bot1,-0.7,5,-4.215e-12,6.147000000000001e-11,1.741e-11,80,20,2.053046516764781e-06,3.700299999999999e-11,6.147000000000001e-11,1.33e-07,4.0250038522251215e-05,1.514487385730456,4.215e-12
bot1,-0.6,5,4.9408e-12,-1.3300000000000002e-12,-3.442e-11,80,20,2.2227910383119686e-06,1.2186999999999996e-11,1.3300000000000002e-12,1.33e-07,4.869201456829412e-05,-1.8748176868198376,4.9408e-12
bot1,-0.5,5,-1.7776e-12,2.51e-12,-7.200000000000002e-13,80,20,1.3332666649999169e-06,-1.3826000000000003e-11,2.51e-12,1.33e-07,5.255677739777252e-05,-1.7810911208824547,1.7776e-12
bot1,-0.4,5,2.1756e-12,-1.475e-11,-4.6900000000000004e-12,80,20,1.4749915253993836e-06,3.1451999999999996e-11,1.475e-11,1.33e-07,5.881479430848693e-05,2.02306022560272,2.1756e-12
bot1,-0.3,5,4.5128e-12,-6.057e-11,-1.683e-11,80,20,2.124335190124195e-06,1.4750999999999996e-11,6.057e-11,1.33e-07,5.851227608466396e-05,1.86091303301736,4.5128e-12
bot1,-0.2,5,5.1258e-12,3.1900000000000003e-12,2.529e-11,80,20,2.264022968081375e-06,9.81186e-10,3.1900000000000003e-12,1.33e-07,0.0136339260147261,8.241047336166911,5.1258e-12
bot1,-0.1,5,2.0075e-10,-1.4800000000000004e-12,-2.1034e-10,80,20,1.4168627315304754e-05,1.0984371e-08,1.4800000000000004e-12,1.33e-07,0.1874666450624997,13.165278289445643,2.0075e-10
bot1,0.0,5,2.202e-09,-9.500000000000001e-12,-2.2247e-09,80,20,4.692547282660027e-05,6.458525e-08,9.500000000000001e-12,1.33e-07,0.9467105466226574,9.076027256063787,2.202e-09
bot1,0.1,5,1.31178e-08,-1.86e-12,-1.30584e-08,80,20,0.000114532964687,1.9256000000000002e-07,1.86e-12,1.33e-07,2.2536680364988886,6.334632288336257,1.31178e-08
bot1,0.2,5,4.0714e-08,1.6e-12,-4.07034e-08,80,20,0.0002017771047467,3.77561e-07,1.6e-12,1.33e-07,3.1534831568996995,4.148598720704233,4.0714e-08
bot1,0.3,5,8.863e-08,3.7790000000000006e-11,-8.85654e-08,80,20,0.0002977079105432,5.9093e-07,3.7790000000000006e-11,1.33e-07,3.641744383952332,2.956900624521968,8.863e-08
bot1,0.4,5,1.589e-07,4.992000000000001e-11,-1.5904e-07,80,20,0.0003986226285598,8.3935e-07,4.992000000000001e-11,1.33e-07,4.095556496751591,2.3075331007175626,1.589e-07
bot1,0.5,5,2.565e-07,1.74e-12,-2.5632e-07,80,20,0.000506458290484,1.1432e-06,1.74e-12,1.33e-07,4.711768406321892,1.9359631885970745,2.565e-07
bot1,0.6,5,3.8754e-07,-6.175000000000001e-11,-3.8704e-07,80,20,0.0006225271078435,1.5125999999999995e-06,6.175000000000001e-11,1.33e-07,5.46862562437509,1.6916998821236977,3.8754e-07
bot1,0.7,5,5.5902e-07,-2.2200000000000002e-12,-5.591e-07,80,20,0.0007476764005905,1.9549999999999995e-06,2.2200000000000002e-12,1.33e-07,6.344688624360475,1.5148219791417223,5.5902e-07
bot1,0.8,5,7.7854e-07,2.975e-11,-7.7838e-07,80,20,0.0008823491372467,2.4449000000000005e-06,2.975e-11,1.33e-07,7.161593734777472,1.3646696838756658,7.7854e-07
bot1,0.9,5,1.048e-06,-8.670000000000001e-12,-1.04792e-06,80,20,0.0010237187113655,2.9283000000000017e-06,8.670000000000001e-12,1.33e-07,7.668284392215034,1.2179855721999555,1.048e-06
bot1,1.0,5,1.3642000000000002e-06,-1.5870000000000002e-11,-1.3635000000000002e-06,80,20,0.0011679897259822,3.3955e-06,1.5870000000000002e-11,1.33e-07,7.929943228384077,1.0847810076354354,1.3642000000000002e-06
bot1,1.1,5,1.7271000000000002e-06,8.9e-13,-1.7275000000000002e-06,80,20,0.0013141917668285,3.844000000000001e-06,8.9e-13,1.33e-07,8.040431750110628,0.9705640512714988,1.7271000000000002e-06
bot1,1.2,5,2.133e-06,-5.397e-11,-2.1334e-06,80,20,0.0014604793733565,4.256000000000001e-06,5.397e-11,1.33e-07,7.987034247573417,0.8700798221888519,2.133e-06
bot1,1.3,5,2.5783000000000004e-06,-2.1000000000000003e-12,-2.5787000000000004e-06,80,20,0.0016057085663345,4.646499999999997e-06,2.1000000000000003e-12,1.33e-07,7.8749161565384735,0.7852843945419822,2.5783000000000004e-06
bot1,1.4,5,3.0623000000000003e-06,6.164e-11,-3.0627000000000003e-06,80,20,0.0017499428562098,5.035e-06,6.164e-11,1.33e-07,7.783598482678139,0.7159602625259698,3.0623000000000003e-06
bot1,1.5,5,3.5853e-06,1.93e-12,-3.5856000000000004e-06,80,20,0.0018934888433788,5.425500000000001e-06,1.93e-12,1.33e-07,7.718470868259619,0.6586409448854359,3.5853e-06
bot1,1.6,5,4.1474e-06,-6.202000000000001e-11,-4.1479000000000006e-06,80,20,0.0020365166338628,5.822500000000004e-06,6.202000000000001e-11,1.33e-07,7.683011397761947,0.6107491101933871,4.1474e-06
bot1,1.7,5,4.749800000000001e-06,-9.100000000000002e-13,-4.7505000000000005e-06,80,20,0.0021794035881405,6.231000000000002e-06,9.100000000000002e-13,1.33e-07,7.681998911054694,0.570514059209919,4.749800000000001e-06
bot1,1.8,5,5.3936e-06,5.674e-11,-5.3936e-06,80,20,0.0023224125387191,6.643499999999992e-06,5.674e-11,1.33e-07,7.690703157968802,0.535605489385071,5.3936e-06
bot1,1.9,5,6.0785e-06,1.07e-12,-6.078700000000001e-06,80,20,0.0024654614172604,7.061500000000002e-06,1.07e-12,1.33e-07,7.7090832505007025,0.5050341424139982,6.0785e-06
bot1,2.0,5,6.8059e-06,-4.5800000000000006e-11,-6.8063e-06,80,20,0.0026088119901595,7.486000000000005e-06,4.5800000000000006e-11,1.33e-07,7.7380779871902385,0.4781317355504689,6.8059e-06
bot1,2.1,5,7.575700000000001e-06,-1.73e-12,-7.5758e-06,80,20,0.0027523989536402,7.922499999999992e-06,1.73e-12,1.33e-07,7.785029402428042,0.4544855100713758,7.575700000000001e-06
bot1,2.2,5,8.3904e-06,2.7940000000000003e-11,-8.391000000000001e-06,80,20,0.002896618718437,8.37399999999999e-06,2.7940000000000003e-11,1.33e-07,7.8532228269685,0.4337121966922015,8.3904e-06
bot1,2.3000000000000003,5,9.2505e-06,1.23e-12,-9.2508e-06,80,20,0.0030414634635319,8.82250000000002e-06,1.23e-12,1.33e-07,7.9072245268036925,0.4144649269457817,9.2505e-06
bot1,2.4,5,1.0154900000000002e-05,-1.432e-11,-1.01552e-05,80,20,0.0031866753835306,9.280500000000016e-06,1.432e-11,1.33e-07,7.96930841583158,0.397079618578316,1.0154900000000002e-05
bot1,2.5,5,1.11066e-05,-5.13e-12,-1.11073e-05,80,20,0.003332656597971,9.745499999999981e-06,5.13e-12,1.33e-07,8.035776085022084,0.3812663197600137,1.11066e-05
bot1,2.6,5,1.2104e-05,-1.6580000000000002e-11,-1.2102e-05,80,20,0.0034790803382503,1.0196999999999987e-05,1.6580000000000002e-11,1.33e-07,8.073180885582403,0.3660624837334977,1.2104e-05
bot1,2.7,5,1.3146e-05,-4.3000000000000004e-13,-1.3148e-05,80,20,0.0036257413035129,1.0659999999999996e-05,4.3000000000000004e-13,1.33e-07,8.122693836947485,0.3522953215833887,1.3146e-05
bot1,2.8000000000000003,5,1.4236e-05,4.912e-11,-1.4242e-05,80,20,0.0037730624166583,1.1180000000000008e-05,4.912e-11,1.33e-07,8.248390055159248,0.3410958953730296,1.4236e-05
bot1,2.9,5,1.5382e-05,2.52e-12,-1.5382e-05,80,20,0.0039219892911633,1.1690000000000017e-05,2.52e-12,1.33e-07,8.349342216267992,0.3301967758793682,1.5382e-05
bot1,3.0,5,1.6574e-05,-6.216000000000001e-11,-1.6576000000000002e-05,80,20,0.0040711177826243,1.2169999999999994e-05,6.216000000000001e-11,1.33e-07,8.397353173215379,0.3189869850351365,1.6574e-05
bot1,3.1,5,1.7816e-05,-2.01e-12,-1.7818e-05,80,20,0.0042209003778814,1.2659999999999982e-05,2.01e-12,1.33e-07,8.454321040006342,0.3087121945102697,1.7816e-05
bot1,3.2,5,1.9106e-05,3.2580000000000005e-11,-1.9108e-05,80,20,0.0043710410659246,1.317e-05,3.2580000000000005e-11,1.33e-07,8.530258673041526,0.2994155415868957,1.9106e-05
bot1,3.3000000000000003,5,2.045e-05,-8.090000000000001e-12,-2.0452e-05,80,20,0.004522167621838,1.3700000000000025e-05,8.090000000000001e-12,1.33e-07,8.624645376576902,0.2910107795392584,2.045e-05
bot1,3.4,5,2.1846e-05,-8.800000000000002e-13,-2.1848e-05,80,20,0.0046739704748746,1.4220000000000011e-05,8.800000000000002e-13,1.33e-07,8.698186732135222,0.2827537939593187,2.1846e-05
bot1,3.5,5,2.3294e-05,4.4740000000000005e-11,-2.3296e-05,80,20,0.0048263858113499,1.4739999999999984e-05,4.4740000000000005e-11,1.33e-07,8.765147261826707,0.2748733377536225,2.3294e-05
bot1,3.6,5,2.4794e-05,2.4800000000000003e-12,-2.4796e-05,80,20,0.004979357388258,1.5279999999999982e-05,2.4800000000000003e-12,1.33e-07,8.848717425443736,0.2676827420667036,2.4794e-05
bot1,3.7,5,2.635e-05,-6.192e-11,-2.6352e-05,80,20,0.0051332251070842,1.5829999999999986e-05,6.192e-11,1.33e-07,8.936889423318306,0.2609528510266565,2.635e-05
bot1,3.8,5,2.796e-05,-2.7800000000000007e-12,-2.7958e-05,80,20,0.0052877216265609,1.636000000000003e-05,2.7800000000000007e-12,1.33e-07,8.99612844313508,0.2541687902730464,2.796e-05
bot1,3.9,5,2.9622e-05,3.557e-11,-2.9624e-05,80,20,0.0054426096681647,1.6870000000000033e-05,3.557e-11,1.33e-07,9.0294181643145,0.2473933600810921,2.9622e-05
bot1,4.0,5,3.1334e-05,-3.5200000000000003e-12,-3.1338000000000004e-05,80,20,0.0055976780900655,1.7430000000000025e-05,3.5200000000000003e-12,1.33e-07,9.110527837434114,0.2415928446181773,3.1334e-05
bot1,4.1,5,3.3108e-05,-1.1500000000000001e-12,-3.3104e-05,80,20,0.0057539551614519,1.7989999999999992e-05,1.1500000000000001e-12,1.33e-07,9.187140910281283,0.2360380619828681,3.3108e-05
bot1,4.2,5,3.4932000000000004e-05,3.927e-11,-3.4934e-05,80,20,0.0059103299400287,1.848999999999997e-05,3.927e-11,1.33e-07,9.198184541339476,0.2299283762889501,3.4932000000000004e-05
bot1,4.3,5,3.6806e-05,1.55e-12,-3.6806e-05,80,20,0.0060667948704402,1.903999999999996e-05,1.55e-12,1.33e-07,9.255719058680723,0.2246808244832852,3.6806e-05
bot1,4.4,5,3.874e-05,-6.134e-11,-3.874e-05,80,20,0.0062241465278381,1.96e-05,6.134e-11,1.33e-07,9.319601346467817,0.2197656757034847,3.874e-05
bot1,4.5,5,4.0726e-05,-3.690000000000001e-12,-4.0726e-05,80,20,0.0063816925654562,2.0100000000000007e-05,3.690000000000001e-12,1.33e-07,9.32367811057861,0.2143904007682404,4.0726e-05
bot1,4.6000000000000005,5,4.276e-05,4.036e-11,-4.276e-05,80,20,0.0065391130897087,2.059999999999999e-05,4.036e-11,1.33e-07,9.327022595673675,0.2092597783166192,4.276e-05
bot1,4.7,5,4.4846e-05,-3.0400000000000004e-12,-4.4844e-05,80,20,0.0066967156128956,2.108000000000005e-05,3.0400000000000004e-12,1.33e-07,9.31328151400487,0.2041916868160871,4.4846e-05
bot1,4.8,5,4.6976e-05,-1.04e-12,-4.6978e-05,80,20,0.0068539039969932,2.1549999999999968e-05,1.04e-12,1.33e-07,9.2912522251918,0.1992641148208116,4.6976e-05
bot1,4.9,5,4.9156e-05,3.846e-11,-4.9154e-05,80,20,0.0070111340024278,2.198e-05,3.846e-11,1.33e-07,9.238368864796003,0.194252199909881,4.9156e-05
