VD,VG,ID,IG,IS,absIg,absId,r
0.0,-5,3.7754e-12,-2.3000000000000003e-12,-7.07e-12,2.3000000000000003e-12,3.7754e-12,1121076233183.8557
0.1,-5,3.8646e-12,-5.6210000000000005e-11,-1.184e-11,5.6210000000000005e-11,3.8646e-12,576368876080.6917
0.2,-5,4.1224e-12,-6.039000000000001e-11,-1.635e-11,6.039000000000001e-11,4.1224e-12,442282176028.3068
0.3,-5,4.3168e-12,-6.127e-11,-2.1570000000000003e-11,6.127e-11,4.3168e-12,-22272707024.8118
0.4,-5,-4.8572e-12,2.376e-11,3.6220000000000005e-11,2.376e-11,4.8572e-12,-23674802907.2658
0.5,-5,-4.131e-12,2.1200000000000007e-12,1.2870000000000002e-11,2.1200000000000007e-12,4.131e-12,33634926507.685574
0.6,-5,1.089e-12,-2.49e-12,1.4800000000000004e-12,2.49e-12,1.089e-12,50243681857.006485
0.7,-5,-1.504e-13,-1.1000000000000001e-13,1.6300000000000001e-12,1.1000000000000001e-13,1.504e-13,-80321285140.56227
0.8,-5,-1.401e-12,6.180000000000001e-12,3.35e-12,6.180000000000001e-12,1.401e-12,-85470085470.08545
0.9,-5,-2.4904e-12,2.096e-11,5.04e-12,2.096e-11,2.4904e-12,-105797714769.36096
1.0,-5,-3.2914e-12,3.8410000000000006e-11,7.760000000000002e-12,3.8410000000000006e-11,3.2914e-12,-164934850733.96014
1.1,-5,-3.703e-12,5.1120000000000007e-11,9.600000000000001e-12,5.1120000000000007e-11,3.703e-12,-239348970799.4256
1.2,-5,-4.127e-12,5.816e-11,1.365e-11,5.816e-11,4.127e-12,-347705146036.16113
1.3,-5,-4.2782e-12,6.148e-11,1.8950000000000003e-11,6.148e-11,4.2782e-12,22661862351.84809
1.4,-5,4.6984e-12,-3.1560000000000005e-11,-3.528e-11,3.1560000000000005e-11,4.6984e-12,22873350259.61252
1.5,-5,4.4656e-12,-1.5e-12,-1.985e-11,1.5e-12,4.4656e-12,-28634424304.899345
1.6,-5,-2.2862e-12,2.1500000000000003e-12,5e-14,2.1500000000000003e-12,2.2862e-12,-35373187124.15988
1.7,-5,-1.1884e-12,2.9100000000000003e-12,-1.27e-12,2.9100000000000003e-12,1.1884e-12,90440444966.9892
1.8,-5,-7.48e-14,-4.2000000000000003e-13,-2.28e-12,4.2000000000000003e-13,7.48e-14,83368070029.17891
1.9,-5,1.2106e-12,-4.46e-12,-3.2e-12,4.46e-12,1.2106e-12,85579803166.4527
2.0,-5,2.2622e-12,-1.5850000000000002e-11,-4.46e-12,1.5850000000000002e-11,2.2622e-12,112032265292.4042
2.1,-5,2.9958e-12,-2.99e-11,-6.09e-12,2.99e-11,2.9958e-12,148964695367.19812
2.2,-5,3.6048e-12,-4.564e-11,-8.690000000000003e-12,4.564e-11,3.6048e-12,204290091930.5416
2.3000000000000003,-5,3.9748e-12,-5.5150000000000005e-11,-1.221e-11,5.5150000000000005e-11,3.9748e-12,364298724954.4624
2.4,-5,4.1538e-12,-6.141000000000001e-11,-1.827e-11,6.141000000000001e-11,4.1538e-12,568181818181.8173
2.5,-5,4.3268e-12,-5.98e-11,-2.459e-11,5.98e-11,4.3268e-12,-22146432209.771027
2.6,-5,-4.877e-12,1.6160000000000002e-11,3.679e-11,1.6160000000000002e-11,4.877e-12,-23902858781.910343
2.7,-5,-4.0404e-12,1.1500000000000001e-12,1.25e-11,1.1500000000000001e-12,4.0404e-12,33615705257.49633
2.8000000000000003,-5,1.0726e-12,-2.7600000000000004e-12,1.3400000000000003e-12,2.7600000000000004e-12,1.0726e-12,52430136842.6571
2.9,-5,-2.258e-13,-4.600000000000002e-13,1.8700000000000003e-12,4.600000000000002e-13,2.258e-13,-79365079365.07928
3.0,-5,-1.4474e-12,5.8700000000000014e-12,2.9600000000000007e-12,5.8700000000000014e-12,1.4474e-12,-95011876484.56064
3.1,-5,-2.3308e-12,1.581e-11,4.18e-12,1.581e-11,2.3308e-12,-118273211117.68196
3.2,-5,-3.1384e-12,3.485e-11,6.780000000000001e-12,3.485e-11,3.1384e-12,-155062800434.17603
3.3000000000000003,-5,-3.6206e-12,5.0790000000000006e-11,9.88e-12,5.0790000000000006e-11,3.6206e-12,-233590282644.2417
3.4,-5,-3.9946e-12,5.92e-11,1.491e-11,5.92e-11,3.9946e-12,-294811320754.71643
3.5,-5,-4.299e-12,6.052e-11,1.991e-11,6.052e-11,4.299e-12,22510354763.19109
3.6,-5,4.8902e-12,-2.91e-11,-3.621e-11,2.91e-11,4.8902e-12,22587129853.409546
3.7,-5,4.5556e-12,-1.1600000000000001e-12,-1.753e-11,1.1600000000000001e-12,4.5556e-12,-30538080986.990807
3.8,-5,-1.659e-12,2.46e-12,-5.2e-13,2.46e-12,1.659e-12,-39138943248.53224
3.9,-5,-5.544e-13,1.4e-12,-1.6700000000000004e-12,1.4e-12,5.544e-13,83437630371.29735
4.0,-5,7.38e-13,-1.7500000000000002e-12,-2.69e-12,1.7500000000000002e-12,7.38e-13,81786210844.85144
4.1,-5,1.891e-12,-1.049e-11,-3.8300000000000004e-12,1.049e-11,1.891e-12,94768764215.31471
4.2,-5,2.8484e-12,-2.578e-11,-5.58e-12,2.578e-11,2.8484e-12,126278570526.58174
4.3,-5,3.4748e-12,-3.937e-11,-8.01e-12,3.937e-11,3.4748e-12,167644593461.86096
4.4,-5,4.0414e-12,-5.3620000000000005e-11,-1.096e-11,5.3620000000000005e-11,4.0414e-12,229779411764.70615
4.5,-5,4.3452e-12,-6.072000000000001e-11,-1.4870000000000003e-11,6.072000000000001e-11,4.3452e-12,404530744336.57
4.6000000000000005,-5,4.5358e-12,-6.210000000000001e-11,-2.0970000000000003e-11,6.210000000000001e-11,4.5358e-12,-22496681739.443447
